ID	ALIGNMENT	COGID	CONCEPT	DOCULECT	FORM	NOTE	TOKENS	TYPE
1829	i ei . ˩	915	兮 (xia)	Zhou		?	i ei . ˩	2 xia
1830	. ej . .	915	兮 (xia)	Baxter		?	. ej . .	2 xia
1225	p ĭ	613	兵 (shang)	Zhou		?	p ĭ	2 shang
1226	p j	613	兵 (shang)	Baxter		?	p j	2 shang
1831	ĭ ɐ ŋ ˩	916	兵 (xia)	Zhou		?	ĭ ɐ ŋ ˩	2 xia
1832	j æ ng .	916	兵 (xia)	Baxter		?	j æ ng .	2 xia
1227	gʰ ĭ	614	其 (shang)	Zhou		?	gʰ ĭ	2 shang
1228	g j	614	其 (shang)	Baxter		?	g j	2 shang
1833	ĭ ə . ˩	917	其 (xia)	Zhou		?	ĭ ə . ˩	2 xia
1834	. i . .	917	其 (xia)	Baxter		?	. i . .	2 xia
15	gʰ ĭw	8	具 (shang)	Zhou	gʰĭwak	?	gʰ ĭw	0 shang
16	g jw	8	具 (shang)	Baxter	gʰĭwak	?	g jw	0 shang
1835	ĭ u . ˩˥	918	具 (xia)	Zhou		?	ĭ u . ˩˥	2 xia
1836	j u . H	918	具 (xia)	Baxter		?	j u . H	2 xia
1837	i e n ˥	919	典 (xia)	Zhou		?	i e n ˥	2 xia
1838	. e n X	919	典 (xia)	Baxter		?	. e n X	2 xia
17	ts u	9	兹 (shang)	Zhou	tsuən˥ / tsĭa˥	?	ts u	0 shang
18	ts j	9	兹 (shang)	Baxter	tsuən˥ / tsĭa˥	?	ts j	0 shang
1839	ĭ ə . ˥˩	920	兹 (xia)	Zhou		?	ĭ ə . ˥˩	2 xia
1840	. i . .	920	兹 (xia)	Baxter		?	. i . .	2 xia
19	k i	10	兼 (shang)	Zhou	kiem˥	?	k i	0 shang
20	k j	10	兼 (shang)	Baxter	kiem˥	?	k j	0 shang
1841	i e m ˥˩	921	兼 (xia)	Zhou		?	i e m ˥˩	2 xia
1842	. e m .	921	兼 (xia)	Baxter		?	. e m .	2 xia
3256	. i . ˩˥	1627	兾 (xia)	Zhou	ʔi˩˥	new	. i . ˩˥	
3262	. ij . H	1627	兾 (xia)	Baxter	kijH	new	. ij . H	
1843	. i . ˩˥	922	冀 (xia)	Zhou		?	. i . ˩˥	2 xia
1844	. ij . H	922	冀 (xia)	Baxter		?	. ij . H	2 xia
809	u ɒi . ˩˥	405	内 (xia)	Zhou		?	u ɒi . ˩˥	1 xia
810	w oj . H	405	内 (xia)	Baxter		?	w oj . H	1 xia
1845	ĭ ɛ m ˥	923	冉 (xia)	Zhou		?	ĭ ɛ m ˥	2 xia
1846	j e m X	923	冉 (xia)	Baxter		?	j e m X	2 xia
1229	ŋ ĭ	615	冝 (shang)	Zhou		?	ŋ ĭ	2 shang
1230	ng j	615	冝 (shang)	Baxter		?	ng j	2 shang
231	ĭw o ŋ ˥	116	冢 (xia)	Zhou	tsĭwoŋ˥	?	ĭw o ŋ ˥	0 xia
232	jw ow ng X	116	冢 (xia)	Baxter	tsĭwoŋ˥	?	jw ow ng X	0 xia
1231	t u	616	冬 (shang)	Zhou		?	t u	2 shang
1232	t .	616	冬 (shang)	Baxter		?	t .	2 shang
1847	u o ŋ ˥˩	924	冬 (xia)	Zhou		?	u o ŋ ˥˩	2 xia
1848	. ow ng .	924	冬 (xia)	Baxter		?	. ow ng .	2 xia
1849	ĭ ə ŋ ˩	925	冰 (xia)	Zhou		?	ĭ ə ŋ ˩	2 xia
1850	. i ng .	925	冰 (xia)	Baxter		?	. i ng .	2 xia
811	ĭ a . ˥	406	冶 (xia)	Zhou		?	ĭ a . ˥	1 xia
812	j æ . X	406	冶 (xia)	Baxter		?	j æ . X	1 xia
233	. ɐ ŋ ˥	117	冷 (xia)	Zhou	tɐŋ˥	?	. ɐ ŋ ˥	0 xia
234	. æ ng X	117	冷 (xia)	Baxter	tɐŋ˥	?	. æ ng X	0 xia
3253	. uw ng H	1622	凍 (xia)	Baxter	tuwngH	new	. uw ng H	
3266	. u ŋ ˩˥	1622	凍 (xia)	Zhou	nuŋ˩˥	new	. u ŋ ˩˥	
235	ĭ ĕ m ˥	118	凜 (xia)	Zhou	ɳĭĕm˥	?	ĭ ĕ m ˥	0 xia
236	. i m X	118	凜 (xia)	Baxter	ɳĭĕm˥	?	. i m X	0 xia
1233	k .	617	几 (shang)	Zhou		?	k .	2 shang
1234	k .	617	几 (shang)	Baxter		?	k .	2 shang
1851	. i . ˥	926	几 (xia)	Zhou		?	. i . ˥	2 xia
1852	. ij . X	926	几 (xia)	Baxter		?	. ij . X	2 xia
237	ĭw ɐ m ˥˩	119	凡 (xia)	Zhou	pʰĭwɐm˥˩	?	ĭw ɐ m ˥˩	0 xia
238	jw o m .	119	凡 (xia)	Baxter	pʰĭwɐm˥˩	?	jw o m .	0 xia
813	ĭw o ŋ ˥˩	407	凶 (xia)	Zhou		?	ĭw o ŋ ˥˩	1 xia
814	j ow ng .	407	凶 (xia)	Baxter		?	j ow ng .	1 xia
1853	. ɑu . ˩	927	刀 (xia)	Zhou		?	. ɑu . ˩	2 xia
1854	. aw . .	927	刀 (xia)	Baxter		?	. aw . .	2 xia
1855	ĭ ĕ n ˩˥	928	刃 (xia)	Zhou		?	ĭ ĕ n ˩˥	2 xia
1856	. i n H	928	刃 (xia)	Baxter		?	. i n H	2 xia
1235	p ĭw	618	分 (shang)	Zhou		?	p ĭw	2 shang
1236	p j	618	分 (shang)	Baxter		?	p j	2 shang
1857	ĭ uə n ˩	929	分 (xia)	Zhou		?	ĭ uə n ˩	2 xia
1858	j u n .	929	分 (xia)	Baxter		?	j u n .	2 xia
1859	i e ŋ ˥˩	930	刑 (xia)	Zhou		?	i e ŋ ˥˩	2 xia
1860	. e ng .	930	刑 (xia)	Baxter		?	. e ng .	2 xia
1861	ĭ ɛ t .	931	列 (xia)	Zhou		?	ĭ ɛ t .	2 xia
1862	j e t .	931	列 (xia)	Baxter		?	j e t .	2 xia
1237	ʧʰ ĭ	619	初 (shang)	Zhou		?	ʧʰ ĭ	2 shang
1238	tsrh j	619	初 (shang)	Baxter		?	tsrh j	2 shang
1863	ĭ ɛ t .	932	別 (xia)	Zhou		?	ĭ ɛ t .	2 xia
1864	j e t .	932	別 (xia)	Baxter		?	j e t .	2 xia
1865	. i . ˩˥	933	利 (xia)	Zhou		?	. i . ˩˥	2 xia
1866	. ij . H	933	利 (xia)	Baxter		?	. ij . H	2 xia
815	w a t .	408	刮 (xia)	Zhou		?	w a t .	1 xia
816	w æ t .	408	刮 (xia)	Baxter		?	w æ t .	1 xia
1867	. ɑu . ˩˥	934	到 (xia)	Zhou		?	. ɑu . ˩˥	2 xia
1868	. aw . H	934	到 (xia)	Baxter		?	. aw . H	2 xia
817	ĭ ɛi . ˩˥	409	制 (xia)	Zhou		?	ĭ ɛi . ˩˥	1 xia
818	j ej . H	409	制 (xia)	Baxter		?	j ej . H	1 xia
239	i e ŋ ˥	120	剄 (xia)	Zhou	ŋieŋ˥	?	i e ŋ ˥	0 xia
240	j e ng X	120	剄 (xia)	Baxter	ŋieŋ˥	?	j e ng X	0 xia
1239	ts .	620	則 (shang)	Zhou		?	ts .	2 shang
1240	ts .	620	則 (shang)	Baxter		?	ts .	2 shang
1869	. ə k .	935	則 (xia)	Zhou		?	. ə k .	2 xia
1870	. o k .	935	則 (xia)	Baxter		?	. o k .	2 xia
641	dzʰ .	321	前 (shang)	Zhou		?	dzʰ .	1 shang
642	dz .	321	前 (shang)	Baxter		?	dz .	1 shang
1871	i e n ˥˩	936	前 (xia)	Zhou		?	i e n ˥˩	2 xia
1872	. e n .	936	前 (xia)	Baxter		?	. e n .	2 xia
819	. ɑ ŋ ˩	410	剛 (xia)	Zhou		?	. ɑ ŋ ˩	1 xia
820	. a ng .	410	剛 (xia)	Baxter		?	. a ng .	1 xia
1873	ĭ əu . ˩˥	937	副 (xia)	Zhou		?	ĭ əu . ˩˥	2 xia
1874	j uw . H	937	副 (xia)	Baxter		?	j uw . H	2 xia
1875	. ɑ t .	938	割 (xia)	Zhou		?	. ɑ t .	2 xia
1876	. a t .	938	割 (xia)	Baxter		?	. a t .	2 xia
1241	ʧʰ ĭ	621	創 (shang)	Zhou		?	ʧʰ ĭ	2 shang
1242	tsrh j	621	創 (shang)	Baxter		?	tsrh j	2 shang
1877	ĭ ɐ k .	939	劇 (xia)	Zhou		?	ĭ ɐ k .	2 xia
1878	j æ k .	939	劇 (xia)	Baxter		?	j æ k .	2 xia
1879	ĭ ɐ m ˩˥	940	劒 (xia)	Zhou		?	ĭ ɐ m ˩˥	2 xia
1880	j o m H	940	劒 (xia)	Baxter		?	j o m H	2 xia
1243	l ĭ	622	力 (shang)	Zhou		?	l ĭ	2 shang
1244	l j	622	力 (shang)	Baxter		?	l j	2 shang
1881	ĭ ə k .	941	力 (xia)	Zhou		?	ĭ ə k .	2 xia
1882	. i k .	941	力 (xia)	Baxter		?	. i k .	2 xia
1883	. a . ˥˩	942	加 (xia)	Zhou		?	. a . ˥˩	2 xia
1884	. æ . .	942	加 (xia)	Baxter		?	. æ . .	2 xia
821	ĭw ɛ t .	411	劣 (xia)	Zhou		?	ĭw ɛ t .	1 xia
822	jw e t .	411	劣 (xia)	Baxter		?	jw e t .	1 xia
21	dʒʰ .	11	助 (shang)	Zhou	dʒʰɐŋ˩	?	dʒʰ .	0 shang
22	dzr j	11	助 (shang)	Baxter	dʒʰɐŋ˩	?	dzr j	0 shang
3270	j o . H	1630	助 (xia)	Baxter	dzrjoH	new	j o . H	
3285	ĭ o . ˩˥	1630	助 (xia)	Zhou	ʧĭo˩˥	new	ĭ o . ˩˥	
241	ĭ ɐ p .	121	劫 (xia)	Zhou	kʰĭɐp	?	ĭ ɐ p .	0 xia
242	j o p .	121	劫 (xia)	Baxter	kʰĭɐp	?	j o p .	0 xia
823	u ə t .	412	勃 (xia)	Zhou		?	u ə t .	1 xia
824	w o t .	412	勃 (xia)	Baxter		?	w o t .	1 xia
243	ĭw o ŋ ˥	122	勇 (xia)	Zhou	pĭwoŋ˥ / tɕĭwoŋ˥	?	ĭw o ŋ ˥	0 xia
244	jw ow ng X	122	勇 (xia)	Baxter	pĭwoŋ˥ / tɕĭwoŋ˥	?	jw ow ng X	0 xia
23	l i	12	勒 (shang)	Zhou	liem˩ / luət	?	l i	0 shang
24	l .	12	勒 (shang)	Baxter	liem˩ / luət	?	l .	0 shang
245	. ə k .	123	勒 (xia)	Zhou	nək	?	. ə k .	0 xia
246	. o k .	123	勒 (xia)	Baxter	nək	?	. o k .	0 xia
247	. u ŋ ˥	124	動 (xia)	Zhou	tuŋ˥ / nuŋ˥	?	. u ŋ ˥	0 xia
248	. uw ng X	124	動 (xia)	Baxter	tuŋ˥ / nuŋ˥	?	. uw ng X	0 xia
1885	. ɑu . ˩	943	勞 (xia)	Zhou		?	. ɑu . ˩	2 xia
1886	. aw . .	943	勞 (xia)	Baxter		?	. aw . .	2 xia
825	ĭ a k .	413	勺 (xia)	Zhou		?	ĭ a k .	1 xia
826	j ae k .	413	勺 (xia)	Baxter		?	j æ k .	1 xia
827	ĭu ĕ n ˥˩	414	勻 (xia)	Zhou		?	ĭu ĕ n ˥˩	1 xia
828	jw i n .	414	勻 (xia)	Baxter		?	jw i n .	1 xia
1887	ĭ uə t .	944	勿 (xia)	Zhou		?	ĭ uə t .	2 xia
1888	j u t .	944	勿 (xia)	Baxter		?	j u t .	2 xia
249	ĭ u k .	125	匊 (xia)	Zhou	kʰĭuk	?	ĭ u k .	0 xia
250	j uw k .	125	匊 (xia)	Baxter	kʰĭuk	?	j uw k .	0 xia
1889	w a . ˩˥	945	化 (xia)	Zhou		?	w a . ˩˥	2 xia
1890	w æ . H	945	化 (xia)	Baxter		?	w æ . H	2 xia
1245	p .	623	北 (shang)	Zhou		?	p .	2 shang
1246	p .	623	北 (shang)	Baxter		?	p .	2 shang
1891	. ə k .	946	北 (xia)	Zhou		?	. ə k .	2 xia
1892	. o k .	946	北 (xia)	Baxter		?	. o k .	2 xia
1247	dzʰ ĭ	624	匠 (shang)	Zhou		?	dzʰ ĭ	2 shang
1248	dz .	624	匠 (shang)	Baxter		?	dz .	2 shang
1893	ĭw əi . ˥	947	匪 (xia)	Zhou		?	ĭw əi . ˥	2 xia
1894	j ɨj . X	947	匪 (xia)	Baxter		?	j ɨj . X	2 xia
1249	pʰ ĭ	625	匹 (shang)	Zhou		?	pʰ ĭ	2 shang
1250	ph j	625	匹 (shang)	Baxter		?	ph j	2 shang
1251	kʰ ĭ	626	區 (shang)	Zhou		?	kʰ ĭ	2 shang
1252	kh j	626	區 (shang)	Baxter		?	kh j	2 shang
643	tsʰ .	322	千 (shang)	Zhou		?	tsʰ .	1 shang
644	tsh .	322	千 (shang)	Baxter		?	tsh .	1 shang
251	ĭ ə ŋ ˥˩	126	升 (xia)	Zhou	ţʰĭəŋ˥˩	?	ĭ ə ŋ ˥˩	0 xia
252	. i ng .	126	升 (xia)	Baxter	ţʰĭəŋ˥˩	?	. i ng .	0 xia
1895	u ɑ n ˩˥	948	半 (xia)	Zhou		?	u ɑ n ˩˥	2 xia
1896	. a n H	948	半 (xia)	Baxter		?	. a n H	2 xia
1253	p ĭ	627	卑 (shang)	Zhou		?	p ĭ	2 shang
1254	p j	627	卑 (shang)	Baxter		?	p j	2 shang
25	ţ .	13	卓 (shang)	Zhou	ţɐi˥˩	?	ţ .	0 shang
26	tr .	13	卓 (shang)	Baxter	ţɐi˥˩	?	tr .	0 shang
1897	i e p .	949	協 (xia)	Zhou		?	i e p .	2 xia
1898	j e p .	949	協 (xia)	Baxter		?	j e p .	2 xia
253	. ɒ m ˥˩	127	南 (xia)	Zhou	kɒm˥˩	?	. ɒ m ˥˩	0 xia
254	. o m .	127	南 (xia)	Baxter	kɒm˥˩	?	. o m .	0 xia
1255	p .	628	博 (shang)	Zhou		?	p .	2 shang
1256	p .	628	博 (shang)	Baxter		?	p .	2 shang
1899	u ɑ k .	950	博 (xia)	Zhou		?	u ɑ k .	2 xia
1900	w a k .	950	博 (xia)	Baxter		?	w a k .	2 xia
1257	p .	629	卜 (shang)	Zhou		?	p .	2 shang
1258	p .	629	卜 (shang)	Baxter		?	p .	2 shang
1901	. u k .	951	卜 (xia)	Zhou		?	. u k .	2 xia
1902	. uw k .	951	卜 (xia)	Baxter		?	. uw k .	2 xia
27	tɕ ĭ	14	占 (shang)	Zhou	tɕĭɛm˥	?	tɕ ĭ	0 shang
28	tsy .	14	占 (shang)	Baxter	tɕĭɛm˥	?	tsy .	0 shang
829	ĭ ɛ m ˩˥	415	占 (xia)	Zhou		?	ĭ ɛ m ˩˥	1 xia
830	j e m H	415	占 (xia)	Baxter		?	j e m H	1 xia
831	w ai . ˩˥	416	卦 (xia)	Zhou		?	w ai . ˩˥	1 xia
832	w ɛ . H	416	卦 (xia)	Baxter		?	w ɛ . H	1 xia
3125	ŋ ĭ	1583	危 (shang)	Zhou	ŋĭwe˩˥', '危		ŋ ĭ	
3179	ng j	1583	危 (shang)	Baxter			ng j	
833	ĭw e . ˥˩	417	危 (xia)	Zhou		?	ĭw e . ˥˩	1 xia
834	jw e . .	417	危 (xia)	Baxter		?	jw e . .	1 xia
1259	ts ĭ	630	即 (shang)	Zhou		?	ts ĭ	2 shang
1260	ts j	630	即 (shang)	Baxter		?	ts j	2 shang
1903	ĭ ə k .	952	即 (xia)	Zhou		?	ĭ ə k .	2 xia
1904	. i k .	952	即 (xia)	Baxter		?	. i k .	2 xia
1905	ĭw ɛ n ˩˥	953	卷 (xia)	Zhou		?	ĭw ɛ n ˩˥	2 xia
1906	jw e n H	953	卷 (xia)	Baxter		?	jw e n H	2 xia
1907	ĭ ɐ ŋ ˥˩	954	卿 (xia)	Zhou		?	ĭ ɐ ŋ ˥˩	2 xia
1908	j æ ng .	954	卿 (xia)	Baxter		?	j æ ng .	2 xia
255	. æ k .	128	厄 (xia)	Zhou	pæk	?	. æ k .	0 xia
256	. ɛ k .	128	厄 (xia)	Baxter	pæk	?	. ɛ k .	0 xia
1909	. əu . ˥	955	厚 (xia)	Zhou		?	. əu . ˥	2 xia
1910	. uw . X	955	厚 (xia)	Baxter		?	. uw . X	2 xia
29	ʧʰ ĭ	15	厠 (shang)	Zhou	ʧʰĭɛt	?	ʧʰ ĭ	0 shang
30	tsrh j	15	厠 (shang)	Baxter	ʧʰĭɛt	?	tsrh j	0 shang
1911	ĭw ɐ t .	956	厥 (xia)	Zhou		?	ĭw ɐ t .	2 xia
1912	jw o t .	956	厥 (xia)	Baxter		?	jw o t .	2 xia
1261	kʰ ĭ	631	去 (shang)	Zhou		?	kʰ ĭ	2 shang
1262	kh j	631	去 (shang)	Baxter		?	kh j	2 shang
3268	j o . H	1624	去 (xia)	Baxter	khjoH	new	j o . H	
3287	ĭ o . ˩˥	1624	去 (xia)	Zhou	ʃĭo˩˥	new	ĭ o . ˩˥	
31	ʧʰ w	16	又 (shang)	Zhou	ʧʰwa˥	?	ʧʰ w	0 shang
32	tsrh w	16	又 (shang)	Baxter	ʧʰwa˥	?	tsrh w	0 shang
3213	ĭ əu . ˩˥	1605	又 (xia)	Zhou	nʑĭəu˩˥	new	ĭ əu . ˩˥	
3214	j uw . H	1605	又 (xia)	Baxter		new	j uw . H	
645	ʧʰ w	323	叉 (shang)	Zhou		?	ʧʰ w	1 shang
646	tsrh w	323	叉 (shang)	Baxter		?	tsrh w	1 shang
835	ĭ ĕ p .	418	及 (xia)	Zhou		?	ĭ ĕ p .	1 xia
836	. i p .	418	及 (xia)	Baxter		?	. i p .	1 xia
33	ʧ ĭ	17	反 (shang)	Zhou	ʧĭen˥	?	ʧ ĭ	0 shang
34	tsr j	17	反 (shang)	Baxter	ʧĭen˥	?	tsr j	0 shang
35	tsʰ .	18	取 (shang)	Zhou	tsʰi˥˩	?	tsʰ .	0 shang
36	tsh .	18	取 (shang)	Baxter	tsʰi˥˩	?	tsh .	0 shang
647	kʰ .	324	口 (shang)	Zhou		?	kʰ .	1 shang
648	kh .	324	口 (shang)	Baxter		?	kh .	1 shang
1913	. əu . ˥	957	口 (xia)	Zhou		?	. əu . ˥	2 xia
1914	. uw . X	957	口 (xia)	Baxter		?	. uw . X	2 xia
1263	k w	632	古 (shang)	Zhou		?	k w	2 shang
1264	k w	632	古 (shang)	Baxter		?	k w	2 shang
1915	. u . ˥	958	古 (xia)	Zhou		?	. u . ˥	2 xia
1916	. u . X	958	古 (xia)	Baxter		?	. u . X	2 xia
1917	ĭ u . ˩˥	959	句 (xia)	Zhou		?	ĭ u . ˩˥	2 xia
1918	j u . H	959	句 (xia)	Baxter		?	j u . H	2 xia
3225	i eu . ˩˥	1632	叫 (xia)	Zhou	ʔieu˩˥	new	i eu . ˩˥	
3237	. ew . H	1632	叫 (xia)	Baxter	kewH	new	. ew . H	
1919	ĭ ɛu . ˩˥	960	召 (xia)	Zhou		?	ĭ ɛu . ˩˥	2 xia
1920	j ew . H	960	召 (xia)	Baxter		?	j ew . H	2 xia
1921	. ɑ . ˥	961	可 (xia)	Zhou		?	. ɑ . ˥	2 xia
1922	. a . X	961	可 (xia)	Baxter		?	. a . X	2 xia
37	tʰ .	19	台 (shang)	Zhou	tʰəŋ˩˥	?	tʰ .	0 shang
38	th .	19	台 (shang)	Baxter	tʰəŋ˩˥	?	th .	0 shang
39	tɕʰ ĭ	20	叱 (shang)	Zhou	tɕʰĭɛp / tɕʰĭe˥˩	?	tɕʰ ĭ	0 shang
40	tsy .	20	叱 (shang)	Baxter	tɕʰĭɛp / tɕʰĭe˥˩	?	tsy .	0 shang
257	ĭ e t .	129	叱 (xia)	Zhou	dʒʰĭet	?	ĭ e t .	0 xia
258	j e t .	129	叱 (xia)	Baxter	dʒʰĭet	?	j e t .	0 xia
41	ʃ ĭ	21	史 (shang)	Zhou	ʃĭɛm˥˩	?	ʃ ĭ	0 shang
42	sr j	21	史 (shang)	Baxter	ʃĭɛm˥˩	?	sr j	0 shang
1923	ĭ ə . ˥	962	史 (xia)	Zhou		?	ĭ ə . ˥	2 xia
1924	. i . X	962	史 (xia)	Baxter		?	. i . X	2 xia
3141	s j	1570	司 (shang)	Baxter	sĭa˩˥', '司		s j	
3142	s ĭ	1570	司 (shang)	Zhou	sĭa˩˥', '司		s ĭ	
43	k .	22	各 (shang)	Zhou	kɑŋ˥	?	k .	0 shang
44	k .	22	各 (shang)	Baxter	kɑŋ˥	?	k .	0 shang
1925	. ɑ k .	963	各 (xia)	Zhou		?	. ɑ k .	2 xia
1926	. a k .	963	各 (xia)	Baxter		?	. a k .	2 xia
1927	. ɒ p .	964	合 (xia)	Zhou		?	. ɒ p .	2 xia
1928	. o p .	964	合 (xia)	Baxter		?	. o p .	2 xia
1265	k ĭw	633	吉 (shang)	Zhou		?	k ĭw	2 shang
1266	k jwi	633	吉 (shang)	Baxter		?	k jwi	2 shang
1929	ĭ ĕ t .	965	吉 (xia)	Zhou		?	ĭ ĕ t .	2 xia
1930	j i t .	965	吉 (xia)	Baxter		?	j i t .	2 xia
1267	dʰ .	634	同 (shang)	Zhou		?	dʰ .	2 shang
1268	d .	634	同 (shang)	Baxter		?	d .	2 shang
1931	. əu . ˥	966	后 (xia)	Zhou		?	. əu . ˥	2 xia
1932	. uw . X	966	后 (xia)	Baxter		?	. uw . X	2 xia
1933	ĭ ə . ˩˥	967	吏 (xia)	Zhou		?	ĭ ə . ˩˥	2 xia
1934	. i . H	967	吏 (xia)	Baxter		?	. i . H	2 xia
1269	tʰ .	635	吐 (shang)	Zhou		?	tʰ .	2 shang
1270	th .	635	吐 (shang)	Baxter		?	th .	2 shang
3235	ĭ a ŋ ˩˥	1616	向 (xia)	Zhou	ɕĭaŋ˩˥	new	ĭ a ŋ ˩˥	
3236	. a ng H	1616	向 (xia)	Baxter	syangH	new	. a ng H	
1271	l ĭ	636	吕 (shang)	Zhou		?	l ĭ	2 shang
1272	l j	636	吕 (shang)	Baxter		?	l j	2 shang
1935	ĭ o . ˥	968	吕 (xia)	Zhou		?	ĭ o . ˥	2 xia
1936	j o . X	968	吕 (xia)	Baxter		?	j o . X	2 xia
1937	ĭ ĕ m ˥˩	969	吟 (xia)	Zhou		?	ĭ ĕ m ˥˩	2 xia
1938	. i m .	969	吟 (xia)	Baxter		?	. i m .	2 xia
259	ĭw ɐi . ˩˥	130	吠 (xia)	Zhou	xĭwɐi˩˥ / kʰĭwɐi˩˥	?	ĭw ɐi . ˩˥	0 xia
260	j oj . H	130	吠 (xia)	Baxter	xĭwɐi˩˥ / kʰĭwɐi˩˥	?	j oj . H	0 xia
261	ĭ əu . ˥	131	否 (xia)	Zhou	pʰĭəu˥	?	ĭ əu . ˥	0 xia
262	j uw . X	131	否 (xia)	Baxter	pʰĭəu˥	?	j uw . X	0 xia
1939	. ɒ m ˥˩	970	含 (xia)	Zhou		?	. ɒ m ˥˩	2 xia
1940	. o m .	970	含 (xia)	Baxter		?	. o m .	2 xia
1941	. u . ˩	971	吳 (xia)	Zhou		?	. u . ˩	2 xia
1942	. u . .	971	吳 (xia)	Baxter		?	. u . .	2 xia
263	ĭw e . ˩	132	吹 (xia)	Zhou	jĭwe˩	?	ĭw e . ˩	0 xia
264	jw e . .	132	吹 (xia)	Baxter	jĭwe˩	?	jw e . .	0 xia
1943	ĭu ə n ˥	972	吻 (xia)	Zhou		?	ĭu ə n ˥	2 xia
1944	j u n X	972	吻 (xia)	Baxter		?	j u n X	2 xia
1273	ŋ u	637	吾 (shang)	Zhou		?	ŋ u	2 shang
1274	ng w	637	吾 (shang)	Baxter		?	ng w	2 shang
265	. u . ˥˩	133	吾 (xia)	Zhou	tsu˥˩	?	. u . ˥˩	0 xia
266	. u . .	133	吾 (xia)	Baxter	tsu˥˩	?	. u . .	0 xia
1945	ĭ əu . ˩	973	周 (xia)	Zhou		?	ĭ əu . ˩	2 xia
1946	j uw . .	973	周 (xia)	Baxter		?	j uw . .	2 xia
3157	ĭ əu . ˩˥	1607	呪 (xia)	Zhou		new	ĭ əu . ˩˥	
3158	j !? . H	1607	呪 (xia)	Baxter		new	j uw . H	
1947	ĭw əi . ˩˥	974	味 (xia)	Zhou		?	ĭw əi . ˩˥	2 xia
1948	j ɨj . H	974	味 (xia)	Baxter		?	j ɨj . H	2 xia
649	x .	325	呵 (shang)	Zhou		?	x .	1 shang
650	x .	325	呵 (shang)	Baxter		?	x .	1 shang
1275	x u	638	呼 (shang)	Zhou		?	x u	2 shang
1276	x w	638	呼 (shang)	Baxter		?	x w	2 shang
1949	ĭ ɐ ŋ ˩˥	975	命 (xia)	Zhou		?	ĭ ɐ ŋ ˩˥	2 xia
1950	j æ ng H	975	命 (xia)	Baxter		?	j æ ng H	2 xia
267	u ɑ . ˩	134	和 (xia)	Zhou	dʰuɑ˩	?	u ɑ . ˩	0 xia
268	w a . .	134	和 (xia)	Baxter	dʰuɑ˩	?	w a . .	0 xia
837	. ɐ m ˩	419	咸 (xia)	Zhou		?	. ɐ m ˩	1 xia
838	. ɛ m .	419	咸 (xia)	Baxter		?	. ɛ m .	1 xia
1277	ʔ .	639	哀 (shang)	Zhou		?	ʔ .	2 shang
1278	' .	639	哀 (shang)	Baxter		?	' .	2 shang
1951	. ɒi . ˩	976	哀 (xia)	Zhou		?	. ɒi . ˩	2 xia
1952	. oj . .	976	哀 (xia)	Baxter		?	. oj . .	2 xia
1953	. ɒi . ˩	977	哉 (xia)	Zhou		?	. ɒi . ˩	2 xia
1954	. oj . .	977	哉 (xia)	Baxter		?	. oj . .	2 xia
1279	dʰ .	640	唐 (shang)	Zhou		?	dʰ .	2 shang
1280	d .	640	唐 (shang)	Baxter		?	d .	2 shang
269	. ɒ m ˥	135	唵 (xia)	Zhou	xɒm˥	?	. ɒ m ˥	0 xia
270	. o m X	135	唵 (xia)	Baxter	xɒm˥	?	. o m X	0 xia
3231	u ɑ . ˩˥	1614	唾 (xia)	Zhou	tuɑ˩˥	new	u ɑ . ˩˥	
3232	w a . H	1614	唾 (xia)	Baxter	thwaH	new	w a . H	
1281	ɕ ĭ	641	商 (shang)	Zhou		?	ɕ ĭ	2 shang
1282	sy .	641	商 (shang)	Baxter		?	sy .	2 shang
1955	ĭ uə n ˩˥	978	問 (xia)	Zhou		?	ĭ uə n ˩˥	2 xia
1956	j u n H	978	問 (xia)	Baxter		?	j u n H	2 xia
1957	i ei . ˥	979	啓 (xia)	Zhou		?	i ei . ˥	2 xia
1958	. ej . X	979	啓 (xia)	Baxter		?	. ej . X	2 xia
839	ĭ ɛ n ˥	420	善 (xia)	Zhou		?	ĭ ɛ n ˥	1 xia
840	j e n X	420	善 (xia)	Baxter		?	j e n X	1 xia
3297	w a n H	1652	喚 (xia)	Baxter	xwanH	new	w a n H	
3298	u ɑ n ˩˥	1652	喚 (xia)	Zhou	kʰuɑn˩˥	new	u ɑ n ˩˥	
651	x i	326	喜 (shang)	Zhou		?	x i	1 shang
652	x j	326	喜 (shang)	Baxter		?	x j	1 shang
1959	. æi . ˩˥	980	喝 (xia)	Zhou		?	. æi . ˩˥	2 xia
1960	. æj . H	980	喝 (xia)	Baxter		?	. æj . H	2 xia
1961	ĭ ɛu . ˥˩	981	喬 (xia)	Zhou		?	ĭ ɛu . ˥˩	2 xia
1962	j ew . .	981	喬 (xia)	Baxter		?	j ew . .	2 xia
1963	ĭ a . ˩	982	嗟 (xia)	Zhou		?	ĭ a . ˩	2 xia
1964	j æ . .	982	嗟 (xia)	Baxter		?	j æ . .	2 xia
653	ʑ ĭw	327	嘗 (shang)	Zhou		?	ʑ ĭw	1 shang
654	dzy w	327	嘗 (shang)	Baxter		?	dzy w	1 shang
1965	i eu . ˩˥	983	嘯 (xia)	Zhou		?	i eu . ˩˥	2 xia
