Reading_Zhou	Reading_Baxter	Pinyin	Fanqie	Segments	Structure	Gloss	Guangyun_ID
bʰ ə k	bok	fú	蒲北切	b o k /⁴	i n c t	crawl	w542b0604
bʰ ə k	phjuH	! pū / fú	蒲北切	pʰ j u /³	i m n t	fall prostrate	w542b0701
bʰ ə k	phjuwH	! pū / fú	蒲北切	pʰ j u w /³	i m n c t	fall prostrate	w542b0701
bʰ ə k	phuwH	! pū / fú	蒲北切	pʰ u w /³	i n c t	fall prostrate	w542b0701
bʰ əu ˥	buwX	bù	蒲口切	b u w /²	i n c t	lead (v.), govern	w347a0805
bʰ ə ŋ ˩	bong	péng	步崩切	b o ŋ /¹	i n c t	awning, sail	w236a0801
bʰ ə ŋ ˩	bong	péng	步崩切	b o ŋ /¹	i n c t	set of cowries; friend	w236a0702
bʰ ə ŋ ˩	pongH	! bèng / péng	步崩切	p o ŋ /³	i n c t	put coffin in grave	w236a0703
dzʰ i ei ˩	dzej	qí	徂奚切	dz e j /¹	i n c t	uniform, equal	w139b0801
dzʰ i ei ˩˥	dzej	! qí / jì	在詣切	dz e j /¹	i n c t	uniform, equal	w417a0403
dzʰ i e k	dzek	jì	前歷切	dz e k /⁴	i n c t	quiet#	w539a0203
dzʰ i e n ˩	dzen	qián	昨先切	dz e n /¹	i n c t	before	w201b0705
dzʰ i e n ˩˥	dzenH	jiàn	在甸切	dz e n /³	i n c t	a second time	w435b0902
dzʰ i e n ˩˥	dzenH	jiàn	在甸切	dz e n /³	i n c t	grass, herb	w435b0902
dzʰ i ˩˥	dzijH	zì	疾二切	dz i j /³	i n c t	self (adv.)	w409a1007
dzʰ i ˩˥	dzijH	zì	疾二切	dz i j /³	i n c t	to follow; from	w409a1007
dzʰ u k	dzak	! záo / zú	昨木切	dz a k /⁴	i n c t	chisel	w503a0903
dzʰ u k	dzuwk	zú	昨木切	dz u kʷ /⁴	i n c t	clan	w503a0901
dzʰ u o ŋ ˩	dzowng	! zhōng / cóng	藏宗切	dz o ŋʷ /¹	i n c t	junction of two rivers	w113a0302
dzʰ u o ŋ ˩	tsyuwng	! zhōng / cóng	藏宗切	tɕ u ŋʷ /¹	i n c t	junction of two rivers	w113a0302
dzʰ u ŋ ˩	dzowng	! zhōng / cóng	徂紅切	dz o ŋʷ /¹	i n c t	junction of two rivers	w112a0104
dzʰ u ŋ ˩	tsyuwng	! zhōng / cóng	徂紅切	tɕ u ŋʷ /¹	i n c t	junction of two rivers	w112a0104
dzʰ u ɑ ˥	dzwaH	zuò	徂果切	dz w a /³	i m n t	seat n.	w337b0702
dzʰ u ɑ ˥	dzwaX	zuò	徂果切	dz w a /²	i m n t	sit	w337b0702
dzʰ u ɑ ˥	dzwaX	zuò	徂果切	dz w a /²	i m n t	to set	w337b0702
dzʰ u ɑ ˩˥	dzwaH	zuò	徂臥切	dz w a /³	i m n t	seat n.	w441b0902
dzʰ u ɑ ˩˥	dzwaH	zuò	徂臥切	dz w a /³	i m n t	seat n.	w441b0903
dzʰ u ɑ ˩˥	dzwaX	zuò	徂臥切	dz w a /²	i m n t	sit	w441b0903
dzʰ u ɑ ˩˥	dzwaX	zuò	徂臥切	dz w a /²	i m n t	to set	w441b0903
dzʰ u ɒi ˥	dzwojX	zuì	徂賄切	dz w o j /²	i m n c t	crime, offense	w320b0503
dzʰ u ɒi ˩	dzwoj	cuī	昨回切	dz w o j /¹	i m n c t	high, rocky	w145b0201
dzʰ u ən ˩	dzwon	cún	徂尊切	dz w o n /¹	i m n c t	exist	w155b0905
dzʰ u ˥	tshu	cū	徂古切	tsʰ u /¹	i n t	coarse, thick (as hair)	w317b0602
dzʰ u ˩	dzu	cú	昨胡切	dz u /¹	i n t	advance, go to	w139a0102
dzʰ u ˩˥	dzuH	zuò	昨誤切	dz u /³	i n t	sacrificial meat and wine	w416a0506
dzʰ w i ˩˥	dzwijH	cuì	秦醉切	dz w i j /³	i m n c t	collect, crowd	w409a0502
dzʰ æ n ˩	bjin	pín	步眞切	b j i n /¹	i m n c t	frequently	w161b0907
dzʰ æ n ˩	bjin	pín	步眞切	b j i n /¹	i m n c t	river bank	w161b0907
dzʰ æ n ˩	mij	méi	目悲切	m i j /¹	i n c t	eyebrow	w161b0903
dzʰ æ n ˩	pij	bēi	卜眉切	p i j /¹	i n c t	sad	w161b0905
dzʰ æ n ˩	pjie	bēi	必移切	p j/ji e /¹	i m n t	low, humble	w161b0901
dzʰ ĭ a ŋ ˩˥	dzjangH	jiàng	疾亮切	dz j a ŋ /³	i m n c t	craftsman	w444a0805
dzʰ ĭ a ˩˥	dzjek	! jí / jiè	慈夜切	dz j e k /⁴	i m n c t	tribute (n.)	w442b0902
dzʰ ĭ a ˩˥	dzjæH	jiè	慈夜切	dz j æ /³	i m n t	loan, borrow	w442b0902
dzʰ ĭ a ˩˥	dzjæH	jiè	慈夜切	dz j æ /³	i m n t	straw bedding; (base oneself on:) depend on	w442b0902
dzʰ ĭ o ˥	dzjoX	jǔ	慈吕切	dz j o /²	i m n t	stop, prevent	w314a0103
dzʰ ĭu ĕ t	dzwit	! suì / zú	慈䘏切	dz w i t /⁴	i m n c t	reprimand; insult	w514a0702
dzʰ ĭu ĕ t	swijH	! suì / zú	慈䘏切	s w i j /³	i m n c t	reprimand; insult	w514a0702
dzʰ ĭ u ˥	dzjuH	jù	慈𢈔切	dz j u /³	i m n t	bring together	w314b0702
dzʰ ĭ u ˥	dzjuX	jù	慈𢈔切	dz j u /²	i m n t	bring together	w314b0702
dzʰ ĭ u ˩˥	dzjuH	jù	才句切	dz j u /³	i m n t	bring together	w414b0404
dzʰ ĭ u ˩˥	dzjuX	jù	才句切	dz j u /²	i m n t	bring together	w414b0404
dzʰ ĭw o ŋ ˩	dzjowng	cóng	疾容切	dz j o ŋʷ /¹	i m n c t	to follow	w114b0704
dzʰ ĭw o ŋ ˩˥	dzjowng	cóng	疾用切	dz j o ŋʷ /¹	i m n c t	to follow	w404a0603
dzʰ ĭw ɛ n ˩	dzjwen	quán	疾縁切	dz ɥ e n /¹	i m n c t	complete (adj.)	w205b0206
dzʰ ĭw ɛ n ˩	dzjwen	quán	疾縁切	dz ɥ e n /¹	i m n c t	spring, source	w205b0302
dzʰ ĭw ɛ t	dzjwet	jué	情雪切	dz ɥ e t /⁴	i m n c t	cut off	w526b0507
dzʰ ĭ ĕ m ˩	dzim	! qín / 	昨淫切	dz i m /¹	i n c t	large boiler	w244b1005
dzʰ ĭ ĕ m ˩	zim	! qín / 	昨淫切	z i m /¹	i n c t	large boiler	w244b1005
dzʰ ĭ ĕ n ˥	dzinX	! jìn / jǐn	慈忍切	dz i n /²	i n c t	exhaust (v.)	w322b0204
dzʰ ĭ ĕ n ˩	dzin	qín	匠鄰切	dz i n /¹	i n c t	Qín (place name)	w148b0603
dzʰ ĭ ĕ p	dzip	jí	秦入切	dz i p /⁴	i n c t	gather, collect	w543a0906
dzʰ ĭ ĕ p	tsyip	! zhí / jí	秦入切	tɕ i p /⁴	i n c t	afraid, to fear	w543b0201
dzʰ ĭ ĕ t	dzit	jí	秦悉切	dz i t /⁴	i n c t	sickness	w512b0307
dzʰ ĭ ə k	tsit	! jí / cí	秦力切	ts i t /⁴	i n c t	masonry	w541b1001
dzʰ ĭ əu ˩	dzjuw	qiú	自秋切	dz j u w /¹	i m n c t	tree-grub	w238a0901
dzʰ ĭ əu ˩	dzjuw	qiú	自秋切	dz j u w /¹	i m n c t	wine-master	w238a0707
dzʰ ĭ əu ˩	tsjuw	qiú	自秋切	ts j u w /¹	i m n c t	collect, bring together	w238a0802
dzʰ ĭ əu ˩˥	dzjuwH	jiù	疾僦切	dz j u w /³	i m n c t	go to	w449b0704
dzʰ ĭ ə ˩	dzi	cí	疾之切	dz i /¹	i n t	loving, kind	w128a0107
dzʰ ĭ ə ˩˥	dziH	zì	疾置切	dz i /³	i n t	breed, love (v.); character	w410a0302
dzʰ ĭ ɛ k	dzjek	jí	秦昔切	dz j e k /⁴	i m n c t	register (n.)	w537a0203
dzʰ ĭ ɛ k	dzjek	jí	秦昔切	dz j e k /⁴	i m n c t	tribute (n.)	w537a0206
dzʰ ĭ ɛ k	dzjæH	! jiè / jí	秦昔切	dz j æ /³	i m n t	loan, borrow	w537a0206
dzʰ ĭ ɛ k	dzjæH	! jiè / jí	秦昔切	dz j æ /³	i m n t	straw bedding; (base oneself on:) depend on	w537a0206
dzʰ ĭ ɛ m ˥	dzjemX	jiàn	慈染切	dz j e m /²	i m n c t	gradually; advance	w352a0404
dzʰ ĭ ɛ m ˥	tsjem	! jiān / jiàn	慈染切	ts j e m /¹	i m n c t	moisten	w352a0404
dzʰ ĭ ɛ m ˩	dom	! xún / qián	昨鹽切	d o m /¹	i n c t	to heat	w249a1003
dzʰ ĭ ɛ m ˩	dzim	! qín / qián	昨鹽切	dz i m /¹	i n c t	large boiler	w249a0903
dzʰ ĭ ɛ m ˩	dzjem	qián	昨鹽切	dz j e m /¹	i m n c t	go under water	w249a0901
dzʰ ĭ ɛ m ˩	dzjemH	qián	昨鹽切	dz j e m /³	i m n c t	to hide; secretly	w249a0901
dzʰ ĭ ɛ m ˩	zim	! qín / qián	昨鹽切	z i m /¹	i n c t	large boiler	w249a0903
dzʰ ĭ ɛ m ˩	zjem	qián	昨鹽切	z j e m /¹	i m n c t	heat; roast; boil (meat)	w249a1003
dzʰ ĭ ɛ m ˩˥	dzjem	qián	慈豔切	dz j e m /¹	i m n c t	go under water	w453b0406
dzʰ ĭ ɛ m ˩˥	dzjemH	qián	慈豔切	dz j e m /³	i m n c t	to hide; secretly	w453b0406
dzʰ ĭ ɛ n ˥	dzjenX	jiàn	慈演切	dz j e n /²	i m n c t	shallow	w329b0806
dzʰ ĭ ɛ n ˥	dzjenX	jiàn	慈演切	dz j e n /²	i m n c t	tread, trample	w329b0803
dzʰ ĭ ɛ n ˩˥	dzjenH	jiàn	才線切	dz j e n /³	i m n c t	cheap; low, mean	w437a0802
dzʰ ĭ ɛ p	dzjep	jié	疾葉切	dz j e p /⁴	i m n c t	victory	w547a0308
dzʰ ĭ ɛu ˩˥	dzjewH	jiào	才𥬇切	dz j e w /³	i m n c t	chew	w438b0404
dzʰ ĭ ɛ ŋ ˩	dzjeng	qíng	疾盈切	dz j e ŋ /¹	i m n c t	clear (weather)	w230b0401
dzʰ ĭ ɛ ŋ ˩	dzjeng	qíng	疾盈切	dz j e ŋ /¹	i m n c t	request, invite	w230b0402
dzʰ ĭ ɛ ŋ ˩	dzjeng	qíng	疾盈切	dz j e ŋ /¹	i m n c t	response to circumstances	w230b0303
dzʰ ĭ ɛ ŋ ˩	tshjengX	! qǐng / qíng	疾盈切	tsʰ j e ŋ /²	i m n c t	request	w230b0402
dzʰ ĭ ɛ ŋ ˩˥	dzjeng	! qíng / jìng	疾政切	dz j e ŋ /¹	i m n c t	request, invite	w447a0603
dzʰ ĭ ɛ ŋ ˩˥	dzjengH	jìng	疾政切	dz j e ŋ /³	i m n c t	clean (adj.)	w447a0504
dzʰ ĭ ɛ ŋ ˩˥	dzjengH	jìng	疾政切	dz j e ŋ /³	i m n c t	cleanse (v.t.)	w447a0504
dzʰ ĭ ɛ ŋ ˩˥	tshjengX	! qǐng / jìng	疾政切	tsʰ j e ŋ /²	i m n c t	request	w447a0603
dzʰ ɑ k	dzak	! záo / zuó	在各切	dz a k /⁴	i n c t	chisel	w531b0404
dzʰ ɑ k	dzak	zuó	在各切	dz a k /⁴	i n c t	yesterday	w531b0303
dzʰ ɑ m ˩	dzam	cán	昨甘切	dz a m /¹	i n c t	ashamed	w247b0902
dzʰ ɑ m ˩˥	dzamH	zàn	藏濫切	dz a m /³	i n c t	suddenly	w453a0403
dzʰ ɑ n ˩	dzan	! jiān / cán	昨干切	dz a n /¹	i n c t	kill; cruel	w157b0807
dzʰ ɑ n ˩	dzan	cán	昨干切	dz a n /¹	i n c t	injure; remnant	w157b0804
dzʰ ɑu ˥	dzawX	zào	昨早切	dz a w /²	i n c t	acorn, black-dyeing fruit	w335b0903
dzʰ ɑu ˥	dzawX	zào	昨早切	dz a w /²	i n c t	make	w335b0905
dzʰ ɑu ˥	tshawH	zào	昨早切	tsʰ a w /³	i n c t	go to	w335b0905
dzʰ ɑu ˩	dzaw	cáo	昨勞切	dz a w /¹	i n c t	come together; pair	w214b0407
dzʰ ɑ ŋ ˩	dzang	cáng	昨郎切	dz a ŋ /¹	i n c t	store (v.)	w227a0802
dzʰ ɑ ŋ ˩	dzangH	! zàng / cáng	昨郎切	dz a ŋ /³	i n c t	store, repository (n.)	w227a0802
dzʰ ɑ ŋ ˩˥	dzang	cáng	徂浪切	dz a ŋ /¹	i n c t	store (v.)	w445a1002
dzʰ ɑ ŋ ˩˥	dzangH	! zàng / cáng	徂浪切	dz a ŋ /³	i n c t	store, repository (n.)	w445a1002
dzʰ ɑ ˩ 	dza	! cuó / cuō	昨何切	dz a /¹	i n t	salt	w215b0303
dzʰ ɒi ˥	dzojX	zài	昨宰切	dz o j /²	i n c t	be at, be present	w321b0802
dzʰ ɒi ˩	dzoj	cái	昨哉切	dz o j /¹	i n c t	cut out clothes	w146a0807
dzʰ ɒi ˩	dzoj	cái	昨哉切	dz o j /¹	i n c t	talent, ability	w146a0902
dzʰ ɒi ˩	dzoj	cái	昨哉切	dz o j /¹	i n c t	timber	w146a0903
dzʰ ɒi ˩	dzoj	cái	昨哉切	dz o j /¹	i n c t	wealth	w146a0901
dzʰ ɒi ˩˥	dzoj	! cái / zài	昨代切	dz o j /¹	i n c t	cut out clothes	w427a0201
dzʰ ɒi ˩˥	dzojH	zài	昨代切	dz o j /³	i n c t	load (v.); transport (v.)	w427a0106
dzʰ ɒi ˩˥	dzojX	zài	昨代切	dz o j /²	i n c t	be at, be present	w427a0203
dzʰ ɒi ˩˥	tsoj	! zāi / zài	昨代切	ts o j /¹	i n c t	plant (v.)	w427a0205
dzʰ ɒi ˩˥	tsojH	zài	昨代切	ts o j /³	i n c t	load (v.)	w427a0106
dzʰ ɒi ˩˥	tsojH	zài	昨代切	ts o j /³	i n c t	record (v.)	w427a0106
dzʰ ɒi ˩˥	tsojX	! zǎi / zài	昨代切	ts o j /²	i n c t	year	w427a0106
dzʰ ɒ m ˩	dzom	cán	昨含切	dz o m /¹	i n c t	silkworm	w246b0603
dzʰ ɒ p	dzop	zá	徂合切	dz o p /⁴	i n c t	mixed	w545a0708
dzʰ ə k	dzok	zéi	昨則切	dz o k /⁴	i n c t	injure; murderer, bandit	w542b0107
dzʰ ə ŋ ˩	dzong	céng	昨棱切	dz o ŋ /¹	i n c t	(adverb indicating past time)	w236a0605
dzʰ ə ŋ ˩	dzong	céng	昨棱切	dz o ŋ /¹	i n c t	double	w236a0604
dzʰ ə ŋ ˩	tsong	! zēng / céng	昨棱切	ts o ŋ /¹	i n c t	remote (ancestor)	w236a0605
dzʰ ə ŋ ˩˥	dzongH	zèng	昨亘切	dz o ŋ /³	i n c t	give	w448a0901
dʐʰ ĭ ə ˥	zriX	! sì / qí	牀史切	ʐ i /²	i n t	move on	w311a0605
dʐʰ ĭ ə ˥	zriX	! sì / qí	牀史切	ʐ i /²	i n t	wait	w311a0605
dʑʰ i ˩˥	zyijH	shì	神至切	ʑ i j /³	i n c t	show (v.)	w409a1002
dʑʰ ĭ a ˩	zyæ	shé	食遮切	ʑ æ /¹	i n t	snake	w218a0801
dʑʰ ĭ a ˩˥	syejH	! shì / shè	神夜切	ɕ e j /³	i n c t	lend, borrow	w443a0602
dʑʰ ĭ a ˩˥	zyek	shè	神夜切	ʑ e k /⁴	i n c t	hit with bow and arrow	w443a0402
dʑʰ ĭ a ˩˥	zyæH	shè	神夜切	ʑ æ /³	i n t	shoot; archer	w443a0402
dʑʰ ĭ e ˥	zyeX	shì	神帋切	ʑ e /²	i n t	lick	w307b0403
dʑʰ ĭ e ˥	zyeX	shì	神帋切	ʑ e /²	i n t	to lick	w307b0401
dʑʰ ĭ o ˥	syo	shū	神與切	ɕ o /¹	i n t	leisurely	w314a0706
dʑʰ ĭ o ˥	zyoX	shū	神與切	ʑ o /²	i n t	remove (v.)	w314a0801
dʑʰ ĭ o ˥	zyoX	shū	神與切	ʑ o /²	i n t	to be remiss	w314a0706
dʑʰ ĭu ĕ n ˥	dwonX	dùn	食尹切	d w o n /²	i m n c t	shield	w323b0403
dʑʰ ĭu ĕ n ˥	zywinX	! shǔn / dùn	食尹切	ʑ w i n /²	i m n c t	shield	w323b0406
dʑʰ ĭu ĕ n ˩	zwin	! xún / chún	食倫切	z w i n /¹	i m n c t	silk cord	w150a0506
dʑʰ ĭu ĕ n ˩	zywin	chún	食倫切	ʑ w i n /¹	i m n c t	lip	w150a0502
dʑʰ ĭu ĕ n ˩˥	zywinH	shùn	食閠切	ʑ w i n /³	i m n c t	follow; obey	w429a0701
dʑʰ ĭu ĕ t	zywit	! shú / shù	食聿切	ʑ w i t /⁴	i m n c t	glutinous millet	w514a0303
dʑʰ ĭu ĕ t	zywit	shù	食聿切	ʑ w i t /⁴	i m n c t	follow	w514a0302
dʑʰ ĭu ĕ t	zywit	shù	食聿切	ʑ w i t /⁴	i m n c t	technique	w514a0301
dʑʰ ĭw o k	zyowk	shú	神蜀切	ʑ o kʷ /⁴	i n c t	redeem	w509a0403
dʑʰ ĭw ɛ n ˩	zywen	chuán	食川切	ʑ ɥ e /¹ n	i m n t i	boat	w206a0406
dʑʰ ĭ ĕ m ˥	zyimX	! shèn / rèn	食荏切	ʑ i m /²	i n c t	mulberry fruit	w349a0505
dʑʰ ĭ ĕ n ˩	dzyin	! chén / shén	食鄰切	dʑ i n /¹	i n c t	part of Scorpio; morning	w147b0901
dʑʰ ĭ ĕ n ˩	zyin	! chén / shén	食鄰切	ʑ i n /¹	i n c t	part of Scorpio; morning	w147b0901
dʑʰ ĭ ĕ n ˩	zyin	shén	食鄰切	ʑ i n /¹	i n c t	spirit	w147b0801
dʑʰ ĭ ĕ t	zyit	shí	神質切	ʑ i t /⁴	i n c t	fruit; full	w511b0403
dʑʰ ĭ ə k	ziH	! sì / shí	乗力切	z i /³	i n t	food; feed	w540a0301
dʑʰ ĭ ə k	zyik	shí	乗力切	ʑ i k /⁴	i n c t	(eat:) eclipse	w540a0401
dʑʰ ĭ ə k	zyik	shí	乗力切	ʑ i k /⁴	i n c t	eat	w540a0301
dʑʰ ĭ ə ŋ ˩	zying	! chéng / shéng	食陵切	ʑ i ŋ /¹	i n c t	raised path between fields	w235a0901
dʑʰ ĭ ə ŋ ˩	zying	shéng	食陵切	ʑ i ŋ /¹	i n c t	string, cord	w235a0701
dʑʰ ĭ ɛ k	zyek	shè	食亦切	ʑ e k /⁴	i n c t	hit with bow and arrow	w537a1007
dʑʰ ĭ ɛ k	zyæH	shè	食亦切	ʑ æ /³	i n t	shoot; archer	w537a1007
dʑʰ ĭ ɛ t	zyet	shé	食列切	ʑ e t /⁴	i n c t	tongue	w526a0806
dʒʰ ai ˩	dzrɛ	! zì / chái	士佳切	ɖʐ ɛ /¹	i n t	firewood	w143a0501
dʒʰ ai ˩	dzrɛ	chái	士佳切	ɖʐ ɛ /¹	i n t	firewood	w143a0502
dʒʰ a n ˩˥	dzrænH	zhàn	士諫切	ɖʐ æ n /³	i n c t	shed	w434a0901
dʒʰ a n ˩˥	dzrænX	zhàn	士諫切	ɖʐ æ n /²	i n c t	shed	w434a0901
dʒʰ a n ˩˥	dzrɛnX	zhàn	士諫切	ɖʐ ɛ n /²	i n c t	shed	w434a0901
dʒʰ au ˩	dzræw	cháo	鉏交切	ɖʐ æ w /¹	i n c t	nest	w211b0603
dʒʰ au ˩˥	dzræw	cháo	<original_text>七<rewrite_text>士</rewrite_text> </original_text>稍切	ɖʐ æ w /¹	i n c t	nest	w439b1004
dʒʰ a ˥	dzræ	chá	士下切	ɖʐ æ /¹	i n t	cut trees	w339a0901
dʒʰ a ˥	dzræX	chá	士下切	ɖʐ æ /²	i n t	to cut trees	w339a0901
dʒʰ a ˩	dzræ	! chá / zhā	鉏加切	ɖʐ æ /¹	i n t	cut trees	w220a0502
dʒʰ a ˩	dzræX	! chá / zhā	鉏加切	ɖʐ æ /²	i n t	to cut trees	w220a0502
dʒʰ a ˩˥	dzræH	zhà	鋤駕切	ɖʐ æ /³	i n t	suddenly	w442b0601
dʒʰ æ n ˥	dzrænH	zhàn	士限切	ɖʐ æ n /³	i n c t	shed	w328a0906
dʒʰ æ n ˥	dzrænX	zhàn	士限切	ɖʐ æ n /²	i n c t	shed	w328a0906
dʒʰ æ n ˥	dzrɛnX	zhàn	士限切	ɖʐ ɛ n /²	i n c t	a kind of carriage	w328a1003
dʒʰ æ n ˥	dzrɛnX	zhàn	士限切	ɖʐ ɛ n /²	i n c t	shed	w328a0906
dʒʰ ĭ a ŋ ˩	dzrjang	chuáng	士莊切	ɖʐ j a ŋ /¹	i m n c t	bed	w223b0203
dʒʰ ĭ a ŋ ˩˥	dzrjangH	zhuàng	鋤亮切	ɖʐ j a ŋ /³	i m n c t	form, appearance	w443b1003
dʒʰ ĭ o ˩	dzrjo	chú	士魚切	ɖʐ j o /¹	i m n t	hoe (n.)	w131a0201
dʒʰ ĭ o ˩	dzrjo	chú	士魚切	ɖʐ j o /¹	i m n t	to hoe	w131a0201
dʒʰ ĭ o ˩˥	dzrjoH	zhù	牀據切	ɖʐ j o /³	i m n t	help (v.)	w413a0104
dʒʰ ĭ u ŋ ˩	dzrjuwng	chóng	鋤弓切	ɖʐ j u ŋʷ /¹	i m n c t	exalt, honor	w109a0305
dʒʰ ĭ əu ˩	dzrjuw	chóu	士尤切	ɖʐ j u w /¹	i m n c t	grieved	w240a0304
dʒʰ ĭ əu ˩˥	dzrjuwH	zhòu	鋤祐切	ɖʐ j u w /³	i m n c t	fast-running	w449b0701
dʒʰ ĭ ə ˥	dzriX	shì	鉏里切	ɖʐ i /²	i n t	officer; gentleman	w311a0501
dʒʰ ĭ ə ˥	dzriX	shì	鉏里切	ɖʐ i /²	i n t	serve	w311a0601
dʒʰ ĭ ə ˩˥	dzriH	shì	鉏吏切	ɖʐ i /³	i n t	serve; service, affair	w410b0104
dʒʰ ĭ ɛ n ˥	dzrænH	zhàn	士免切	ɖʐ æ n /³	i n c t	shed	w332a0502
dʒʰ ĭ ɛ n ˥	dzrænX	zhàn	士免切	ɖʐ æ n /²	i n c t	shed	w332a0502
dʒʰ ĭ ɛ n ˥	dzrɛnX	zhàn	士免切	ɖʐ ɛ n /²	i n c t	shed	w332a0502
dʒʰ ɐ i ˩	dzrɛj	chái	士皆切	ɖʐ ɛ j /¹	i n c t	category, equals	w144a0401
dʒʰ ɐ i ˩	dzrɛj	chái	士皆切	ɖʐ ɛ j /¹	i n c t	wolf	w144a0305
dʒʰ ɔ k	yak	! yuè / zhuó	士角切	j a k /⁴	i n c t	ladle (v.)	w509b0806
dʰ i ei ˥	dejX	dì	徒禮切	d e j /²	i n c t	alternate	w319a0404
dʰ i ei ˥	dejX	dì	徒禮切	d e j /²	i n c t	younger brother	w319a0305
dʰ i ei ˥	dejX	dì	徒禮切	d e j /²	i n c t	younger secondary wife	w319a0401
dʰ i ei ˩	dej	tí	杜奚切	d e j /¹	i n c t	cry; weep	w140a1002
dʰ i ei ˩	dej	tí	杜奚切	d e j /¹	i n c t	lift, grasp	w140a1008
dʰ i ei ˩	dejH	! dì / tí	杜奚切	d e j /³	i n c t	solitary standing (sc. tree)	w140b0502
dʰ i ei ˩	dzyet	! shé / tí	杜奚切	dʑ e t /⁴	i n c t	bend (v.i.)	w140b0502
dʰ i ei ˩	tsyet	! zhé / tí	杜奚切	tɕ e t /⁴	i n c t	bend; break (v.t.)	w140b0502
dʰ i ei ˩˥	dejH	dì	特計切	d e j /³	i n c t	dang-dejH cherry tree	w417b0101
dʰ i ei ˩˥	dejH	dì	特計切	d e j /³	i n c t	look at	w417a0906
dʰ i ei ˩˥	dejH	dì	特計切	d e j /³	i n c t	sequence	w417a0801
dʰ i ei ˩˥	dejH	dì	特計切	d e j /³	i n c t	solitary-growing (sc. tree)	w417b0102
dʰ i ei ˩˥	dejX	dì	特計切	d e j /²	i n c t	alternate	w417b0105
dʰ i ei ˩˥	dejX	dì	特計切	d e j /²	i n c t	younger brother	w417a0901
dʰ i ei ˩˥	dejX	dì	特計切	d e j /²	i n c t	younger secondary wife	w417a1002
dʰ i ei ˩˥	dojH	! dài / dì	特計切	d o j /³	i n c t	reach to	w417b0303
dʰ i ei ˩˥	thej	! tī / dì	特計切	tʰ e j /¹	i n c t	look at	w417a0906
dʰ i e k	dek	dí	徒歷切	d e k /⁴	i n c t	(name of a northern tribe)	w538b0201
dʰ i e k	dek	dí	徒歷切	d e k /⁴	i n c t	oppose; enemy	w538b0202
dʰ i e k	dek	dí	徒歷切	d e k /⁴	i n c t	pheasant	w538b0204
dʰ i e k	dek	dí	徒歷切	d e k /⁴	i n c t	wash, clean (v.)	w538b0404
dʰ i e m ˥	demX	diàn	徒玷切	d e m /²	i n c t	bamboo mat	w352a1003
dʰ i e m ˥	demX	diàn	徒玷切	d e m /²	i n c t	horse with hairy legs	w352a1006
dʰ i e n ˥	denX	tiǎn	徒典切	d e n /²	i n c t	cease; destroy	w328b0901
dʰ i e n ˩	den	tián	徒年切	d e n /¹	i n c t	field; to hunt	w202b0501
dʰ i e n ˩	den	tián	徒年切	d e n /¹	i n c t	hunt	w202b0602
dʰ i e n ˩	denH	! diàn / tián	徒年切	d e n /³	i n c t	cultivate a field	w202b0602
dʰ i e n ˩	denH	! diàn / tián	徒年切	d e n /³	i n c t	hunt	w202b0601
dʰ i e n ˩˥	den	! tián / diàn	堂練切	d e n /¹	i n c t	hunt	w435a0501
dʰ i e n ˩˥	denH	diàn	堂練切	d e n /³	i n c t	cultivate a field	w435a0501
dʰ i e n ˩˥	denH	diàn	堂練切	d e n /³	i n c t	hunt	w435a0505
dʰ i e n ˩˥	denH	diàn	堂練切	d e n /³	i n c t	lightning	w435a0309
dʰ i e n ˩˥	denH	diàn	堂練切	d e n /³	i n c t	open space outside city	w435a0504
dʰ i e n ˩˥	denH	diàn	堂練切	d e n /³	i n c t	palace	w435a0401
dʰ i e n ˩˥	tenH	diàn	堂練切	t e n /³	i n c t	rear (building, army unit)	w435a0401
dʰ i e p	temH	! diàn / dié	徒協切	t e m /³	i n c t	descend	w548a1001
dʰ i e t	det	! dié / zhí	徒結切	d e t /⁴	i n c t	alternate (v.)	w524a0305
dʰ i e t	det	! dié / zhí	徒結切	d e t /⁴	i n c t	anthill	w524a0303
dʰ i e t	det	! diē / zhí	徒結切	d e t /⁴	i n c t	stumble	w524a0306
dʰ i eu ˥	dewX	tiǎo	徒了切	d e w /²	i n c t	provoke	w332b1001
dʰ i eu ˥	thew	! tiāo / tiǎo	徒了切	tʰ e w /¹	i n c t	scratch, stir up	w332b1001
dʰ i eu ˩	dew	tiáo	徒聊切	d e w /¹	i n c t	arrange	w207b0906
dʰ i eu ˩	dew	tiáo	徒聊切	d e w /¹	i n c t	branch (n.), shoot (n.)	w207b0906
dʰ i eu ˩	dew	tiáo	徒聊切	d e w /¹	i n c t	tune (v.), adjust	w208a0204
dʰ i eu ˩˥	dew	! tiáo / diào	徒弔切	d e w /¹	i n c t	tune (v.), adjust	w438a0105
dʰ i e ŋ ˥	thengX	tǐng	徒鼎切	tʰ e ŋ /²	i n c t	then(g)X.thwanX 'trampled (field)	w344a0906
dʰ i e ŋ ˩	deng	tíng	特丁切	d e ŋ /¹	i n c t	manage	w232b0505
dʰ i e ŋ ˩˥	dengH	dìng	徒徑切	d e ŋ /³	i n c t	become fixed (v.i.)	w447b0202
dʰ i e ŋ ˩˥	dengH	dìng	徒徑切	d e ŋ /³	i n c t	make fixed, settle (v.t.)	w447b0202
